date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:04:57	313398/313398	---M--	200	added ('OK')	image/svg+xml	etag:%224c836-53768a03c8300%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfont.svg?v=4.3.0	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfonte0a5.svg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:05:00	32153/32153	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:06:01%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/105	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/105.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/%c2%bfqui%c3%a9nes-somos)
20:05:00	1107/1107	---M-Z	200	added ('OK')	text/css	etag:%221b9-58801c568e11c%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_NCOSdpoQnWWQHVcfG2o2skDLf8YSjSAlOAadPoELzbo.css	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_NCOSdpoQnWWQHVcfG2o2skDLf8YSjSAlOAadPoELzbo.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/%c2%bfqui%c3%a9nes-somos)
20:05:02	343058/343058	---M-Z	200	added ('OK')	text/css	etag:%22ca78-58801c569852c%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_o0YfJsKHTuzV3VsbfHZDVW9ay91_rSFHs1vW5dc98nM.css	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_o0YfJsKHTuzV3VsbfHZDVW9ay91_rSFHs1vW5dc98nM.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/%c2%bfqui%c3%a9nes-somos)
20:05:03	71508/71508	---M--	200	added ('OK')	application/font-woff	etag:%2211754-53768a03c8300%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfont.woff?v=4.3.0	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfonte0a5.woff	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:05:03	2/2	---M-Z	200	added ('OK')	text/javascript	etag:%2216-58801c5699c9c%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_2KlXA4Z5El1IQFVPxDN1aX5mIoMSFWGv3vwsP77K9yk.js	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_2KlXA4Z5El1IQFVPxDN1aX5mIoMSFWGv3vwsP77K9yk.js	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/%c2%bfqui%c3%a9nes-somos)
20:05:04	30784/30784	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:06:07%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/111	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/111.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/vision-y-mision)
20:05:05	122092/122092	---M--	200	added ('OK')	application/font-sfnt	etag:%221dcec-53768a03c8300%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfonte0a5.ttf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:05:07	31497/31497	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:06:09%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/112	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/112.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/organizacion)
20:06:26	481417/481417	---M--	200	added ('OK')	image/png	etag:%2275889-5875b6865aecc%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/REGLAMENTO-uai-2880x3049.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/REGLAMENTO-uai-2880x3049.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/organizacion)
20:06:29	31926/31926	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:07:30%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/113	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/113.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/infraestructura)
20:06:31	31215/31215	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:07:33%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/145	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/145.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/bolsa-de-trabajo)
20:06:45	86781/86781	---M--	200	added ('OK')	image/jpeg	etag:%22152fd-5cbf782bd266b%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/BOLSA%20DE%20TRABAJO.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/BOLSA%20DE%20TRABAJO.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/bolsa-de-trabajo)
20:07:37	957007/957007	---M--	200	added ('OK')	image/png	etag:%22e9a4f-5bdd1e2b06d87%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/ORGANIGRAMA-INSTITUCIONAL-2021.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/ORGANIGRAMA-INSTITUCIONAL-2021.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/vision-y-mision)
20:07:40	37434/37434	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:08:42%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/117	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/117.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/desarrollo-de-sistemas-de-informaci%c3%b3n)
20:07:42	9578/9578	---M--	200	added ('OK')	image/jpeg	etag:%22256a-5be26c35ee3c1%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Foto-Alex_0.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Foto-Alex_0.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/desarrollo-de-sistemas-de-informaci%c3%b3n)
20:08:08	510578/510578	---M--	200	added ('OK')	image/png	etag:%227ca72-5d91af7b2d197%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/OPORTUNIDAD%20LABORAL.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/OPORTUNIDAD%20LABORAL.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/bolsa-de-trabajo)
20:08:11	38400/38400	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:09:12%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/116	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/116.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/enfermer%c3%ada-t%c3%a9cnica-0)
20:08:30	113589/113589	---M--	200	added ('OK')	application/pdf	etag:%221bbb5-5714a259147a2%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Itinerario%20ET.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Itinerario%20ET.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/enfermer%c3%ada-t%c3%a9cnica-0)
20:08:33	37764/37764	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:09:34%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/118	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/118.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/mecatr%c3%b3nica-automotriz)
20:08:39	1325084/1325084	---M--	200	added ('OK')	application/pdf	etag:%2214381c-5beb13d3830a9%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/REGLAMENTO%20INTERNO%20OFICIAL%202019.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/REGLAMENTO%20INTERNO%20OFICIAL%202019.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/organizacion)
20:08:41	1325084/1325084	---M--	200	added ('OK')	application/pdf	etag:%2214381c-5beb132270097%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/REGLAMENTO%20INTERNO%20OFICIAL%202019_0.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/REGLAMENTO%20INTERNO%20OFICIAL%202019_0.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/organizacion)
20:08:45	33295/33295	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:09:47%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/169	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/169.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii)
20:08:59	169800/169800	---M--	200	added ('OK')	application/pdf	etag:%2229748-57124c018e3a9%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Itinerario%20MA.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Itinerario%20MA.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/mecatr%c3%b3nica-automotriz)
20:09:19	213186/213186	---M--	200	added ('OK')	image/jpeg	etag:%22340c2-5e6db10c9a8e1%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/HORARIO%20DSI-2022-2.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/HORARIO%20DSI-2022-2.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii)
20:09:21	620070/620070	---M--	200	added ('OK')	application/pdf	etag:%2297626-571380c51d417%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Itinerario%20DSI_0.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Itinerario%20DSI_0.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/desarrollo-de-sistemas-de-informaci%c3%b3n)
20:09:22	230596/230596	---M--	200	added ('OK')	image/jpeg	etag:%22384c4-5e6db11fef0a5%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/HORARIO%20ET-2022-2.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/HORARIO%20ET-2022-2.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii)
20:09:34	210400/210400	---M--	200	added ('OK')	image/jpeg	etag:%22335e0-5e6db1339ca30%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/HORARIO%20MA-2022-2.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/HORARIO%20MA-2022-2.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii)
20:09:37	31068/31068	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:10:38%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/146	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/146.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones-y-requisitos)
20:09:56	221346/221346	---M--	200	added ('OK')	application/pdf	etag:%22360a2-5e6db194f3d21%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/HORARIO%20DESARROLLO%20DE%20SISTEMAAS%20DE%20INFORMACI%c3%93N%202022-II.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/HORARIO%20DESARROLLO%20DE%20SISTEMAAS%20DE%20INFORMACI%c3%93N%202022-II.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii)
20:09:58	221980/221980	---M--	200	added ('OK')	application/pdf	etag:%223631c-5e6db19c7dc07%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/HORARIO%20ENFERMER%c3%8dA%20T%c3%89CNICA%202022-II.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/HORARIO%20ENFERMER%c3%8dA%20T%c3%89CNICA%202022-II.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii)
20:09:58	219988/219988	---M--	200	added ('OK')	application/pdf	etag:%2235b54-5e6db1a342a96%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/HORARIO%20MECATR%c3%93NICA%20AUTOMOTRIZ%202022-II.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/HORARIO%20MECATR%c3%93NICA%20AUTOMOTRIZ%202022-II.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii)
20:10:00	30712/30712	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:11:02%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/108	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/108.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones)
20:10:03	32378/32378	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:11:04%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/160	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/160.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/reglamento-de-admisi%c3%b3n-2021)
20:10:11	45010/45010	---M--	200	added ('OK')	image/jpeg	etag:%22afd2-5bd978fc6d8ca%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/reglamento.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/reglamento.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/reglamento-de-admisi%c3%b3n-2021)
20:10:28	189015/189015	---M--	200	added ('OK')	image/jpeg	etag:%222e257-5d60ab61b2ba4%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/INSCRIPCIONES%20-%20COSTOS_page-0001.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/INSCRIPCIONES%20-%20COSTOS_page-0001.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones-y-requisitos)
20:10:29	2435/2435	---M--	200	added ('OK')	image/png	etag:%22983-5bd97a03ee42d%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/510501_0.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/510501_0.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/reglamento-de-admisi%c3%b3n-2021)
20:10:30	120560/120560	---M--	200	added ('OK')	application/pdf	etag:%221d6f0-5bd9786b3419c%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Reglamento%20admision%202021.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Reglamento%20admision%202021.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/reglamento-de-admisi%c3%b3n-2021)
20:11:56	860710/860710	---M--	200	added ('OK')	image/png	etag:%22d2226-5db0b98ffad0e%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/ADMISION%2002%20DE%20ABRIL%202022.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/ADMISION%2002%20DE%20ABRIL%202022.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones-y-requisitos)
20:11:59	31358/31358	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:13:00%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/142	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/142.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/tesorer%c3%ada)
20:12:16	101397/101397	---M--	200	added ('OK')	image/jpeg	etag:%2218c15-5cb93fd50a1cc%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/%c3%81REA%20DE%20TESORER%c3%8dA.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/%c3%81REA%20DE%20TESORER%c3%8dA.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/tesorer%c3%ada)
20:12:51	1061438/1061438	---M--	200	added ('OK')	image/png	etag:%2210323e-5d823f25ba248%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/PROCEDIMIENTO%20DE%20INSCRIPCIONES%20ADMISI%c3%93N%202022.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/PROCEDIMIENTO%20DE%20INSCRIPCIONES%20ADMISI%c3%93N%202022.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones)
20:12:54	31843/31843	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:13:55%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/163	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/163.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/documentos-presentar)
20:15:31	1199651/1199651	---M--	200	added ('OK')	application/pdf	etag:%22124e23-5d5e2a82f20c8%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/RD%20TUPA%202022.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/RD%20TUPA%202022.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/tesorer%c3%ada)
20:16:33	1354685/1354685	---M--	200	added ('OK')	image/png	etag:%2214abbd-5d8c9d4153ea9%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/MESA%20DE%20PARTES%20VIRTUAL.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/MESA%20DE%20PARTES%20VIRTUAL.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/documentos-presentar)
20:16:34	378501/378501	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225c685-5d8c9b530cdef%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/FUT%20EDITABLE%202021%20-%20MISIONEROS%20MONFORTIANOS_7.xlsx	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/FUT%20EDITABLE%202021%20-%20MISIONEROS%20MONFORTIANOS_7.xlsx	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/documentos-presentar)
20:16:36	30901/30901	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:17:38%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/156	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/156.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/cronograma-de-matr%c3%adcula-2022-i)
20:17:29	2598354/2598354	---M--	200	added ('OK')	application/pdf	etag:%2227a5d2-5d88e07a0dcdd%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Reglamento%20Admisi%c3%b3n%202022.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Reglamento%20Admisi%c3%b3n%202022.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/reglamento-de-admisi%c3%b3n-2021)
20:17:31	2598354/2598354	---M--	200	added ('OK')	application/pdf	etag:%2227a5d2-5d88e087d5a21%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/Reglamento%20Admisi%c3%b3n%202022.pdf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/Reglamento%20Admisi%c3%b3n%202022.pdf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/reglamento-de-admisi%c3%b3n-2021)
20:17:31	31966/31966	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:18:33%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/150	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/150.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/ratificacion-de-matricula-2022-i)
20:17:35	378501/378501	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225c685-5d8c9b5ebffc5%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/FUT%20EDITABLE%202021%20-%20MISIONEROS%20MONFORTIANOS_1.xlsx	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/archivos_pagina/FUT%20EDITABLE%202021%20-%20MISIONEROS%20MONFORTIANOS_1.xlsx	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/documentos-presentar)
20:17:39	396124/396124	---M--	200	added ('OK')	image/png	etag:%2260b5c-5d8c93ace95c3%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/CRONOGRAMA%20DE%20MATR%c3%8dCULA%202022-I.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/CRONOGRAMA%20DE%20MATR%c3%8dCULA%202022-I.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/cronograma-de-matr%c3%adcula-2022-i)
20:17:42	31664/31664	---MC-	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2001:18:44%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/node/157	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/node/157.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/tramite-documentario-secretaria-academica)
20:17:57	163938/163938	---M--	200	added ('OK')	image/jpeg	etag:%2228062-5d8c9713e22b1%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/PROCEDIMIENTO%20MATR%c3%8dCULA%202022-I.jpg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/PROCEDIMIENTO%20MATR%c3%8dCULA%202022-I.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/ratificacion-de-matricula-2022-i)
